Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2510.4300076241,2618.95521147369,2718.08338799203,2837.16902340932,2844.88810647853,3025.91126413549,3133.25779772463,3381.29779710722,3552.72335079222,3905.604954681
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.335,63.71,64.105,64.381,64.2,63.83,65.54,65.987,66.202,..
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,26.064,..,..,..,..,..,..,..,38.782
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,612711111.111111,563355555.555555,628244444.444444,644259259.259259,528944444.444444,562911111.111111,623062962.962963,659311111.111111,688881481.481481,723859259.259259
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.44724556489263,-7.5443637547282,2.964010610466,3.94809757938053,-15.7064024545862,5.37983838954712,10.3968076616121,3.65221012208734,2.052738472526,3.05243763087539
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,8802.56172041363,8224.64896571414,9215.3085405645,9491.14995962374,7827.74842680426,8376.40414141113,9323.66089490562,9912.96212766668,10405.2787777582,10989.0431185083
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.189,68.62,71.378,71.305,71.269,69.832,71.081,71.132,71.294,..
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,75552902635.7075,79070274743.1658,84994732049.3461,89146130744.723,78546672406.8291,94850719516.7127,113478103598.499,120456239153.739,124282245638.568,127407463759.043
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.71974078681295,3.93386176401576,7.09751640210159,4.8940301149584,-7.92905234231061,14.0124289062207,5.23795652902595,2.19229848237939,4.95352204492849,2.11739113534632
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,7160.44200982307,7412.71571571512,7882.98221584944,8183.01623600375,7135.22273255899,8527.0754858205,10104.2464008585,10630.431743829,10875.6618443092,11059.2081531834
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.889,73.37,73.555,73.112,72.636,71.757,74.211,73.72,73.868,..
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555,5.314,5.166
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,97671433000,104467486000,107478961000,107595830000,95865473000,107179074000,116133121000,120792801000,123802374000,130320560400
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.687954245877947,5.97039880954841,1.04429460679607,0.1654044646003,-9.24509619165865,9.42189269033631,5.86842354862311,1.8328406107788,-1.94409022506859,3.72594857272087
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598,6061.32350181711,6515.58528418336,6718.1447938811,6826.5294137822,7125.27618527738
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.094,76.22,77.248,77.286,72.004,72.746,76.577,77.392,77.579,..
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.39,3.708,3.396,3.703,6.084,4.434,3.672,3.462,3.386,3.232
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,395926071447.591,389059910593.1,365254630179.737
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.34664345601914,4.18122099961562,5.33110861887155,5.55209307084222,3.55016483883115,3.29064601193245,6.58784560870467,3.76028052279247,2.3991692678251,4.39201068570188
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3456.78965212363,3338.47371043679,3085.80712036204
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.437,70.709,70.974,71.213,69.79,68.976,71.01,71.633,71.806,..
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.45,11.767,9.855,7.851,7.974,7.441,7.344,6.753,5.945,..
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31870110000,33565430000,34879730000,36708110000
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.53906241135864,2.24761908134138,2.4124442237792,2.43747159065784,-7.893101359867,11.9047617015957,2.9546041089332,3.35508721646165,2.5904637107794,3.90594189242583
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3901.34014965811,4020.12671373919,4183.54620971358,4320.11671534627,3997.19279583709,4642.60743101342,5074.60050994225,5319.7195268688,5503.10317151907,5766.72574029107
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.908,71.007,71.384,71.725,70.244,69.941,71.969,72.099,72.302,..
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.418,4.385,4.006,4.17,5.008,4.327,2.993,2.982,2.707,..
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12541814272.8021,13254388261.1258,12823210425.9217
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-8.81641723219757,-5.66750850486686,-6.23654406734575,-5.48182537893445,-4.79108083383294,0.860269956382069,3.22350831658598,-7.4250553172124,0.39622552095193,-5.84678505700693
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6788.35271638376,7003.58055684906,6615.25245207167
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.081,61.481,61.915,62.297,62.141,62.447,63.355,63.707,63.906,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.242,66.612,66.979,67.306,66.98,66.94,67.789,68.624,68.893,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37201101170.5847,38226641740.29,41470344395.1086,43130419829.35,47030833798.5866
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.09301920751959,5.63467248963991,3.69969756161726,3.72664943466884,-2.88380751483778,8.25488044580031,-1.22616966587796,-2.74421914571231,-0.0900428648493801,0.584308464789387
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,18666.3736521706,20851.5223496861,23618.1361254581,24021.2501413306,23933.9939421065,27951.1659277744,28340.3826549406,30264.0064885057,31428.3547816104,34417.6320815138
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.6414634146342,78.0926829268293,78.2439024390244,78.6463414634147,78.5951219512195,76.9439024390244,77.8439024390244,78.7926829268293,79.2951219512195,..
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.378,7.499,7.5
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,3722306116.72872,4462640651.49219,4643751059.28203,4617018958.69086,4134677809.50096,4807069277.20114,4746660273.50829,4621191261.84214,4858885840.77236,5160679612.81734
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.94916821059911,3.52095345987983,0.0653956557843571,6.43186888691574,-2.95183453409287,4.23621913615419,0.386070835562705,3.53257662836211,3.03162462475916,4.1939175580556
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3238.17611961364,3853.09956569679,3972.65450620357,3913.14577547336,3466.56936278145,3984.00229174306,3894.1620089869,3755.52111232464,3909.55892378182,4108.25221093363
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.228,57.574,58.707,59.85,59.862,58.228,63.028,64.123,64.264,..
Eswatini,SWZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,22.718,..,..,..,..,33.762,..,34.264,..,..
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,68475871209.607,76366081766.6667,83337901071.9697,91834517113.6386,98676811061.9985,109070960370.972,123140304665.399,135874093203.18,149740297952.375,126358758448.356
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.43348265981905,9.56418965754014,6.81614778557282,8.36408573111346,6.05953089248577,5.64153069324176,5.32175988485454,6.59424599054353,7.61277447616879,9.7715182202934
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,641.651523286233,696.348429076216,739.702022272086,793.473247218996,829.790982552951,893.009835441784,982.103161502198,1055.81091593061,1133.88279681256,932.729352775179
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.162,64.766,65.257,65.741,65.969,65.33,66.897,67.315,67.603,..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,3.935,..,..,..,..
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3699551717.10561,3615241800.50058,3943131022.2291,4052937169.76536,..
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.38644795938293,3.51201367488443,2.76370952267429,4.53851028676189,-1.63732118017028,5.06636291600633,3.86099981669155,3.15873872329266,0.843716851362103,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,56876.4302363804,59388.5365965776,62525.2647698273,63070.7228080361,62247.9273907098,69421.6981686515,67069.3987440509,72486.6910957957,74175.2776311377,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.962112195122,82.1062926829268,82.2486024390244,82.3912829268293,82.5341926829268,82.6763219512195,82.8162292682927,82.9521195121951,83.0832463414634,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,4930213644.36653,5353469174.47838,5581425327.44397,5344907153.46698,4227719873.3865,4158873156.17978,4977861885.60316,5476673518.13788,5968125909.27126,6198013062.06553
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.44565202449249,5.35336434979577,3.812350939512,-0.581946590349759,-17.1835352599354,-4.3459619989752,17.7451269773594,9.44245856738313,3.53085896076352,3.19546862124029
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,5363.79026679243,5826.84814459328,6085.41979485376,5842.07344577597,4620.6457238014,4536.73312110335,5414.12092119088,5926.20586394763,6425.74151715712,6642.00449450523
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.657,67.06,66.965,67.009,66.924,64.904,67.148,67.316,67.463,..
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.319,..,..,..,..,..,..,..,5.361,..
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,238777818792.608,253846138440,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280253099309.34,295191741637.26,298729432711.719,317039368819.607
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.57193414898754,3.30337003591039,1.19297759742292,1.34973845741737,-2.49103605535707,2.67634641498897,0.763041912763526,-1.28973484453397,0.374566568538427,0.173444509584499
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,43451.2562442158,46085.0174739036,49654.2497035329,48358.1807773701,48828.6846862799,53099.1351400148,50440.560224974,52864.6931581216,53155.5451165897,56148.580949046
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4292682926829,81.6317073170732,81.7341463414634,81.9829268292683,81.9317073170732,81.8853658536585,81.1878048780488,81.5853658536585,82.3365853658537,..
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.818,8.64,7.361,6.695,7.759,7.617,6.719,7.149,8.336,9.7
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2794788137066.94,3056250648138.29,3160442622465.08,3366315927447.33
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.860031075424033,2.08361485997399,1.64590872395887,2.02744646419237,-7.44064589948231,6.88233783360239,2.71676264185913,1.43921494437743,1.19046798275883,0.840949955479587
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,40988.6396406579,44700.1384177544,46103.0840855884,48985.7307807924
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927,82.1756097560976,82.3243902439024,82.1292682926829,82.8317073170732,82.9804878048781,..
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.057,9.409,9.018,8.415,8.009,7.871,7.303,7.335,7.436,7.7
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5574821989.38239,5994931236.42282,5622688338.06317,6137447782.87066,6323716355.05009,..
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.30219823670438,4.29263363103487,1.80687498305207,2.68946658143334,-10.5738138632489,3.36590242421546,2.9373470716322,2.77284077155413,1.12638897730247,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,19690.0775734589,20826.9312492172,21925.616043938,21582.5892046801,19966.4838503859,21426.3854449835,20053.9569369322,21832.2831795569,22439.8838746025,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.555,82.774,82.985,83.195,82.459,79.571,83.859,84.07,84.192,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9943,19444935097.2333,20440655695.229,19388372070.9778,20895684425.6752,21427119323.2764
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.8377610635094,1.46795731508091,3.03761449525692,2.43893665041031,3.39403899521831,2.47287961498321
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,6677.07003901644,6921.73373135624,7624.2775233771,7441.1786472281,6605.80346077904,8181.40914134398,8409.20741452279,7802.82433276138,8230.04311451151,8263.03321595
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.583,66.816,67.043,67.337,67.073,67.072,67.713,68.337,68.511,..
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,17.407,..
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2382262185.38179,2404888737.54853,2593673987.53306
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,5.25596878816744,5.49299823010114,5.91679576551141,5.55126065805138,5.89309208233146
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,650.056501323611,642.522641296331,696.219806960615,738.186751987483,720.335143352133,781.890925169531,836.244875868476,883.024111978927,871.340287547821,919.060423427951
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.386,63.708,64.034,64.427,64.418,63.847,64.859,65.86,66.057,..
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,4.055,..,..,..,..,6.479,..,7.053
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833600.6515,34189423333.141,38143612855.1367
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.45021517996871,5.15990261658827,6.062036412677,5.38071926589951,-6.2904717853839,10.6442336580969,10.9585321385624,7.83220126555726,9.67979379712661,7.46161504152039
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4143.40125686315,4418.75206546679,4804.0546040444,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283,8283.66960652261,8967.67525638987,9691.53472415196
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.136,73.435,73.985,74.165,73.509,71.635,74.141,74.496,74.657,..
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.604,13.939,12.667,11.565,11.734,11.83,10.198,9.59,8.014,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3536787895179,3765351626105.89,4055433215301.96,3959894794039.21,3941398957073.94,4355251953410.78,4201021706478.62,4562207532490.28,4685592577804.69,5050922925047.05
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.22222216259371,2.797906720551,1.13569604599849,0.977734697038784,-4.13191443239947,3.90999994204108,1.8092581243061,-0.869647578573321,-0.495851897260366,0.239578342117881
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,42948.9381932694,45553.9341495339,48916.1686612154,47656.199739747,47394.8734504469,52349.2459994422,50506.5179638543,54776.7668235491,56103.7323182554,60496.4350820414
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.790243902439,80.6080487804878,81.0414634146342,80.7926829268293,..
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.104,3.781,3.384,3.163,3.881,3.54,3.098,2.978,3.364,3.8
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,56144179397.8516,60385409434.8567,67259353965.6087,68352629246.1555,70008243859.8666,79514204730.3979,73919003212.1998,80547146875.9526,83288585604.0268,114209905278.717
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.07646643533542,3.80484978178042,3.14009100080186,5.84746854280382,5.95441714756899
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1912.47991339951,2012.28662641265,2195.32166016377,2186.65822682613,2195.45481659987,2445.18662529344,2229.89122654479,2383.90410476221,2419.2518672482,3257.1588903576
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.522,63.829,64.138,64.455,64.309,64.286,65.246,65.498,65.695,..
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,3.369,..,..,..,3.195,2.87,3.245,3.972,..
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.741,82.858,83.028,83.183,83.07,80.274,83.517,83.553,83.63,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,217990189600.69,242946187738.269,256238371778.118,280635521324.441
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.0317947678412054,1.47312472702352,2.06467207892409,2.27718065334808,-9.19623149726978,8.65449786002131,5.52198580589408,2.13591131996631,2.0865743380603,2.07306882481713
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,17919.2426377048,18631.9930129293,19873.4015238771,19335.3602002969,17886.733165236,20652.89659591,20884.6773436263,23343.7103964562,24626.1481858973,26948.0070432791
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.0829268292683,80.7878048780488,81.7365853658537,81.8390243902439,..
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,23.514,21.413,19.179,17.045,15.899,14.656,12.426,11.023,10.02,8.838
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3089625554.40473,3293578467.57327,3152334771.77992,3326543974.39193,..,..
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.68195410972302,0.0527281828800312,0.62306542854094,2.83217756798683,0.250789762104304,1.63409410992996,2.00455580865604,0.865961986998158,..,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,48181.7453541266,50765.7494665372,54545.135857765,53309.2035905065,54812.6661771023,58135.9939910203,55635.0006491223,58498.9707973609,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1990243902439,71.2563414634146,71.3609756097561,71.4092682926829,71.2858536585366,71.2614634146342,71.230243902439,70.9724390243902,70.2734146341463,..
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122222222.22222,1224007407.40741,1336418518.51852,1351270370.37037,1420173228.56948
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.7396039558691,4.43867566948151,4.36144039364797,0.676511738873756,-13.7566222572107,4.6977240232674,7.31023806981959,4.52657497450693,2.3996478454327,4.41201
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,9221.23461079424,9751.42661155932,10083.021279225,10462.7929159533,8968.55890108484,9617.28902905373,10469.3867012856,11414.4781691181,11528.9220811928,12106.8790105068
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.01,74.977,74.957,74.971,75.019,74.522,75.151,75.205,75.367,..
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,13.658,9.788,12.974,13.035,..,6.34,..,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,..,..,..
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.18198362147406,0.890099909173486,-0.828231904933389,2.52360203340596,-10.5188595714539,2.0581832574708,5.09986426216793,..,..,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,35930.6594898711,36779.0078903909,37195.9503070464,39274.9431424899,36482.9363953675,38074.8793745801,41833.1517132825,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.449,76.463,76.561,76.645,75.529,75.434,77.102,77.209,77.422,..
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.4,..,..,..,..,..,..,..,..,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,66053408205.8838,71653780740.4226,73328356007.6152,77172331693.4093,77719468248.3666,86455522272.7383,95609727055.5754,104298081428.769,113215575150.885,123306008821.471
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.6778031930216,3.0798512212244,3.40687328176345,4.01789830861587,-1.78555117570465,8.04170398855833,4.15492196609047,3.52430434049013,3.71558453779777,4.28003207921405
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4060.13784737643,4324.99768915601,4352.94593289707,4511.99839552697,4477.61785000665,4912.62240414681,5356.92435887895,5754.42833909847,6150.89465281457,6598.18032988711
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.215,71.583,71.496,71.639,69.971,67.858,71.206,72.602,72.746,..
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.583,2.462,2.283,2.193,..,2.174,3.051,2.344,1.903,..
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22407615556.0571,25008678293.4073,28346024753.2924
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.82062719659,10.3000053427355,6.35849192736715,5.61691446889876,4.70459096113575,5.5823328114905,3.97240784200721,5.54172668627702,5.35004659049265,7.44709668357611
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415,1244.96550477914,1416.59612011764,1555.49375806861,1694.95375862185,1877.2541220972
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.49,58.715,59.043,59.379,59.35,59.373,60.432,60.74,60.904,..
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,5.018,..,..,..,..,..,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1245074264.10396,1469978606.12143,1554133593.91699,1596214680.12925,1705062169.81422,1907611288.23036,1856239954.81555,2076748678.11987,2197777209.94218,2527930272.92988
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.4326782650304,4.66367943913264,3.76145359637003,5.32749571119344,2.89149979806913,5.0173096003907,5.45776090019501,4.63052364601562,4.40920107183611,5.81813762310792
